team,player,rushingAttempts,rushingYards,yardsPerRushAttempt,rushingTouchdowns,longRushing
Washington Commanders,Armani Rogers,1,24,24.0,0,24
Washington Commanders,Taylor Heinicke,4,17,4.3,0,9
Washington Commanders,Curtis Samuel,1,16,16.0,0,16
Las Vegas Raiders,Josh Jacobs,17,67,3.9,0,15
Las Vegas Raiders,Brandon Bolden,1,5,5.0,0,5
Las Vegas Raiders,Foster Moreau,0,2,0.0,0,2
Las Vegas Raiders,Zamir White,1,-1,-1.0,0,-1
Jacksonville Jaguars,Travis Etienne Jr.,28,109,3.9,2,18
Jacksonville Jaguars,Trevor Lawrence,6,53,8.8,0,24
Jacksonville Jaguars,JaMycal Hasty,3,6,2.0,0,4
Seattle Seahawks,Kenneth Walker III,26,109,4.2,2,15
Seattle Seahawks,Geno Smith,6,38,6.3,0,18
Seattle Seahawks,Travis Homer,1,7,7.0,0,7
Seattle Seahawks,DeeJay Dallas,1,4,4.0,0,4
Arizona Cardinals,Kyler Murray,8,60,7.5,0,21
Arizona Cardinals,James Conner,7,45,6.4,0,14
Arizona Cardinals,Eno Benjamin,4,12,3.0,0,5
Arizona Cardinals,Greg Dortch,1,3,3.0,0,3
Arizona Cardinals,Keaontay Ingram,1,2,2.0,0,2
Los Angeles Rams,Darrell Henderson Jr.,12,56,4.7,0,23
Los Angeles Rams,Malcolm Brown,2,9,4.5,0,6
Los Angeles Rams,Cam Akers,5,3,0.6,0,2
Los Angeles Rams,Cooper Kupp,3,1,0.3,0,5
Los Angeles Rams,Matthew Stafford,2,-1,-0.5,0,0
Tampa Bay Buccaneers,Rachaad White,8,27,3.4,0,7
Tampa Bay Buccaneers,Leonard Fournette,9,19,2.1,0,6
Tampa Bay Buccaneers,Ke'Shawn Vaughn,2,4,2.0,0,5
Tampa Bay Buccaneers,Chris Godwin,1,1,1.0,0,1
Tennessee Titans,Derrick Henry,17,115,6.8,2,56
Tennessee Titans,Malik Willis,8,40,5.0,0,17
Tennessee Titans,Dontrell Hilliard,3,12,4.0,0,5
Tennessee Titans,Hassan Haskins,1,5,5.0,0,5
Kansas City Chiefs,Patrick Mahomes,6,63,10.5,1,20
Kansas City Chiefs,Clyde Edwards-Helaire,4,5,1.3,0,3
Kansas City Chiefs,Isiah Pacheco,5,5,1.0,0,2
Kansas City Chiefs,Jerick McKinnon,3,4,1.3,0,3
Kansas City Chiefs,Michael Burton,1,0,0.0,0,0
Baltimore Ravens,Kenyan Drake,24,93,3.9,2,18
Baltimore Ravens,Lamar Jackson,11,82,7.5,0,17
Baltimore Ravens,Justice Hill,4,11,2.8,0,9
Baltimore Ravens,Patrick Ricard,1,2,2.0,0,2
New Orleans Saints,Alvin Kamara,9,30,3.3,0,10
New Orleans Saints,Dwayne Washington,3,7,2.3,0,5
New Orleans Saints,Taysom Hill,1,6,6.0,0,6
New Orleans Saints,Andy Dalton,2,5,2.5,0,3
