team,player,receptions,receivingYards,yardsPerReception,receivingTouchdowns,longReception,receivingTargets
Pittsburgh Steelers,Chase Claypool,2,17,8.5,0,12,7
Pittsburgh Steelers,Eric Ebron,2,10,5.0,0,6,2
Pittsburgh Steelers,James Washington,1,9,9.0,0,9,1
Buffalo Bills,Emmanuel Sanders,5,91,18.2,0,31,8
Buffalo Bills,Stefon Diggs,9,89,9.9,1,17,11
Buffalo Bills,Cole Beasley,7,88,12.6,1,29,9
Buffalo Bills,Gabe Davis,2,25,12.5,0,20,2
Buffalo Bills,Dawson Knox,3,25,8.3,0,11,3
Buffalo Bills,Devin Singletary,5,16,3.2,0,6,5
Buffalo Bills,Zack Moss,2,15,7.5,0,12,4
Buffalo Bills,Isaiah McKenzie,1,3,3.0,0,3,1
Buffalo Bills,Tommy Sweeney,1,1,1.0,1,1,1
Buffalo Bills,Jake Kumerow,0,0,0.0,0,0,1
Tennessee Titans,A.J. Brown,7,91,13.0,0,22,9
Tennessee Titans,Julio Jones,3,59,19.7,0,48,5
Tennessee Titans,Nick Westbrook-Ikhine,3,27,9.0,0,14,3
Tennessee Titans,Derrick Henry,2,13,6.5,0,9,3
Tennessee Titans,Anthony Firkser,1,11,11.0,0,11,1
Tennessee Titans,Geoff Swaim,1,8,8.0,0,8,2
Tennessee Titans,Chester Rogers,1,7,7.0,0,7,1
Tennessee Titans,Marcus Johnson,0,0,0.0,0,0,1
